bringing,11573
briseis,9211
briseus,9212
britain,11574
britannica,474
british,11575
broad,11576
broadband,2781
broaden,11577
broader,2782
broadly,476
broke,11578
brominated,2783
bronze-headed,9214
brook,11579
brookley,6520
brother,9215
brought,11580
broutchoux,479
brown,6522
bruch,9217
bruno,9218
bryant–denny,6523
brégier,6524
bubble,4512
buchanan,11581
buddharaksa,6525
buddhism,6526
buddhist,6527
budget,6528
buell,11582
buford,6529
build,11583
building,11584
built,9220
bulgarian,482
bulgars,9221
bull,11585
bulwark,483
bunting,11586
bunyan,11587
burden,6532
bureau,11588
bureaucratically,6534
burgess,9222
burglar,484
burial,9223
buried,9224
burke,485
burkean,11589
burlap,6537
burn,9225
burned,11590
burning,9226
burnside,11591
burton,11592
bus,6539
bush,11593
bushy,11594
busiest,6540
business,11595
butcher,9228
butterfield,11596
button,6542
buy,11597
buying,11598
bypass,6543
byrne,6544
byzantine,9229
byzantinus,9230
c,5271
c-si,4515
c-span,11599
c.,11600
c.n.t,488
ca,11601
cabin,11602
cabinet,11603
cabinetmaker,11604
cadmus,9233
cadre,489
cage,490
cahaba,6547
cahokia,6548
cajun,6549
calchas,9234
calculated,4516
calculation,4517
caldara,9235
calhoun,6550
caliban,491
california,11605
caliphate,493
call,11606
called,11607
calvert,6552
camaraderie,496
cambodia,6553
camden,497
came,11608
camellia,6555
cameron,11609
camillo,499
camp,9238
campaign,11610
campaign===,11611
campaigned,502
campaigner,503
campaigning,11612
campbell,6558
campus,6559
camus,504
canada,6560
canal,11613
canceled,11614
candidacy,11615
candidate,11616
canebrake,6562
canon,506
canonical,9240
cantonalist,507
canyon,6563
cap,4519
capability,11617
capacity,11618
capital,11619
capitalism,509
capitalist,510
capitol,11620
capitoline,9241
capshaw,6567
captain,11621
caption,11622
capture,11623
capturing,11624
caput,6569
car,6570
caracalla,9244
carbon,6571
carbon===,4521
carcinoma,11625
card,9245
care,6572
career,11626
carefully,11627
caregiver,2792
caret,5274
carlo,9247
carlos,11628
carnot,512
carolina,11629
caroline,5275
carpenter,11630
carr,6573
carrara,513
carriage,11631
carried,11632
carry,2793
carrying,11633
carter,515
cartoon,11634
carved,11635
cascade,2794
case,11636
casein-free,2796
cash,6575
cashin,11637
casket,11638
cast,11639
cast-iron,6576
casualty,11640
catalan,517
catalonia,518
catalonia—the,519
catch,9252
catechism,2798
categorizes,2799
category,2800
catholic,6577
cattle,9253
catullus,9254
caught,2801
causal,2802
cause,11641
caused,11642
causing,2805
caution,11643
cavalli,9256
cavalry,6580
cave,6581
cavity,4524
cbs,6582
cdc,2806
cdd,2807
cease,11644
ceded,6583
cedes,9257
ceiling,9258
celebrated,6584
celebration,524
celebrity,5277
cell,2808
cell-adhesion,2809
cellular,2810
cemetery,11645
censorship,526
census,6585
census.gov,6586
cent,6587
centaur,9259
center,9260
centered,9261
centers===,6589
centerville,6590
central,11646
centralisation,529
centralist,530
centrality,531
centralized,6592
centralizes,6593
centre,4526
century,11647
century===,6595
ceo,6596
cere,4527
cerebellum,2812
ceremonial,6597
ceremony,6598
certain,11648
cf,535
cfa,6600
cgt,536
chainsmokers,9264
chairman,11649
challenge,11650
challenged,9265
challenger,11651
challenging,9266
chamber,6604
champion,11652
championship,6606
chancellorsville,11653
chandra,11654
change,11655
changed,11656
changing,11657
chanh,6609
channel,6610
chapter,9268
character,9269
characterised,540
characteristic,6611
characterization,4530
characterized,11658
charcoal,6612
charge,11659
charged,542
chariot,9271
charles,11660
charleston,11661
chart,4532
charter,11662
chartered,6613
chase,11663
chaste,9273
chat,2820
chattanooga,11664
chaucer,9274
cheaha,6614
check,11665
checking,2821
checklist,2822
cheek,11666
cheek-bones,11667
cheer,544
cheered,11668
chelation,2823
chemistry,4533
cher-o-creek,6615
chernyi,545
cherokee,6616
chersonese,9275
cherubini,9276
chest,11669
chiara,546
chicago,11670
chickasaw,6618
chief,11671
chiefly,6620
chieftain,9278
child,11672
child-led,549
childhood,11673
children===,11674
chile,550
chilia,9280
chilton,6622
chin,11675
chinese,6623
chirassi,9281
chiron,9282
choctaw,6624
choice,11676
choking,9283
chomsky,552
choose,11677
chord,11678
chore,11679
chorus,11680
chose,9285
chosen,11681
christ,6625
christa,9286
christiaan,554
christian,11682
christiania,556
christianity,557
christophe,9287
chromosome,2827
chronic,6627
chronicler,9288
chronological,558
chryseis,9289
chryses,9290
chua,6628
church,11683
church-affiliated,6630
cincinnati,11684
cinder,9291
cinram,6631
ciphering,11685
circle,9292
circuit,11686
circuitous,11687
cite,6633
cited,11688
citing,6634
citium,562
citizen,11689
city,11690
civil,11691
civilian,11692
civilisation,566
civilization,5284
civilized,6638
claim,11693
claimant,11694
claimed,11695
claiming,9297
clair,6641
clan,6642
clara,11696
clarify,11697
clarke,6643
clary,11698
clash,11699
clashed,11700
class,9299
classic,6645
classical,11701
classification,6646
classified,6647
classify,2834
clay,11702
clean,5286
cleaning,6648
clear,11703
clear-sky,4535
clearers,6649
clearing,11704
clearly,11705
clever,9303
cleyre,576
client,11706
cliff,9304
clifford,577
climate,6651
climatic,6652
climatology,4537
climaxed,578
clinch,11707
clinched,11708
clingstone,6653
clinical,11709
clinically,2837
close,11710
close-mid,5287
closely,11711
closeness,11712
closer,11713
closest,9306
closing,11714
clot,11715
clothes,9307
clothing,4539
cloud,11716
club,6654
cnt,581
co-conspirators,11717
co-editor,582
co-occur,2842
co-operatives,583
co-signed,6655
coach,11718
coal,6656
coalition,11719
coarse,11720
coast,9308
coastal,6659
coastline,6660
coat,6661
coates,9309
cobden,11721
cocaine,2843
code,6662
codify,6663
coe,6664
coequal,11722
coercion,584
coercive,585
coeurderoy,586
coexistence,9310
coexisting,2844
cognition,2845
cognitive,2846
cognitively,2847
coherence,2848
cohesive,587
coincidentally,11723
coined,2849
colbert,6666
cold,11724
colder,4542
coldplay,9311
cole,11725
collaborated,589
collaboration,11726
collapse,6667
collar,6668
collasse,9312
collected,6669
collecting,6670
collective,590
collectivisation,591
collectivise,592
collectivised,593
collectivism,594
collectivist,595
collectivist-,596
collector,6671
colleen,9313
college,11727
collision,11728
colombo,9314
colonial,6673
colonist,6674
colonization,11729
colonne,9315
colony,11730
color,11731
colour,4544
columbia,11732
columbiana,6679
columbus,6680
coma,11733
comaposada,598
combat,11734
combination,9317
combine,11735
combined,11736
combining,11737
come,11738
comedy,9319
comet,4546
comfort,9320
coming,11739
comma,5292
command,11740
commander,11741
commander-in-chief,11742
commanding,11743
comment,11744
commentary,11745
commentator,9324
commented,11746
commerce,11747
commercial,9325
commercialized,11748
commission,6686
commissioner,11749
committed,11750
committee,11751
committing,605
common,11752
commonly,5294
commonplace,4550
commonwealth,11753
communal,608
communards,609
commune,610
commune===,611
communicate,2858
communicated,2859
communication,2860
communism,612
communist,11754
communist-,614
community,11755
comorbid,2862
compact,6690
companhia,6691
companion,9328
company,11756
comparable,9329
comparatively,6693
compare,9330
compared,11757
comparison,2864
compass,6695
compatibility,616
compelled,11758
compensated,11759
compensation,11760
compete,11761
competed,9331
competitive,11762
compiled,2866
complaint,11763
complete,11764
completed,11765
completely,6698
complex,11766
complexion,11767
complexity,6700
compliance,6701
complicated,4552
complied,11768
comply,6702
component,6703
composed,11769
composer,9333
composition,9334
compound,9335
compounded,11770
comprehends,2871
comprehension,2872
comprehensively,2873
comprises,4555
comprising,9336
compromise,11771
compulsion,624
compulsive,2874
computer,6707
computer-related,6708
computing,6709
comrade,9337
comstockery,625
conceive,11772
conceived,11773
concentrated,11774
concentration,4556
concentric,6711
concept,11775
conception,9339
conceptual,631
concern,4558
concerned,11776
concerning,634
concert,9341
concession,11777
concise,11778
concluded,11779
concludes,11780
conclusion,11781
concrete,4559
concur,9343
concurrent,2878
condensation,4560
condenses,4561
condition,11782
conducive,638
conduct,11783
conducted,11784
conecuh,6712
confederación,640
confederacy,11785
confederate,11786
confederation,641
confer,11787
conference,11788
confidence,11789
confines,643
confirms,9344
confiscate,11790
confiscation,11791
conflict,11792
conflicting,2882
confluence,6717
confront,11793
confrontation,11794
confronted,11795
confused,2883
confusion,9345
confédération,646
congenital,2884
conglomerate,6718
congregation,6719
congress,11796
congressional,11797
congressman,11798
conifer,4564
coniferous,6723
connect,2885
connected,6724
connection,9346
connectivity,2887
connects,6726
connotation,648
conquered,11799
conquest,650
conrad,11800
conscience,651
conscious,652
consciousness,653
consensus,9347
consent,11801
consenting,654
consequence,11802
consequently,9349
conservatism,11803
conservative,11804
consider,11805
considerable,2890
considered,11806
considering,11807
consisted,5296
consistency,11808
consistent,2893
consistently,11809
consists,6729
consolation,11810
consolidated,6730
consonant,5298
conspiracy,11811
constituted,6731
constitution,11812
constitutional,11813
constrain,663
constraining,664
constraint,6734
construction,11814
constructor,665
construed,9354
consulted,11815
consulting,11816
consumer,6736
consumption,667
contact,11817
contain,6738
contained,11818
container,6739
containing,6740
contains,6741
contemporaneously,668
contemporary,9356
contempt,11819
contend,11820
contended,11821
content,11822
contention,11823
contest,11824
context,2898
continent,11825
continental,4570
continually,672
continue,11826
continued,11827
continues,11828
continuing,2900
continuous,9359
continuum,2902
contract,11829
contradictory,11830
contrail,4571
contrary,11831
contrast,11832
contrasted,678
contribute,2904
contributed,6748
contribution,11833
contributor,680
control,11834
controlled,11835
controversial,11836
controversy,2908
convention,11837
conventional,9361
converging,2909
converse,9362
conversely,11838
convert,6753
conveying,11839
convicted,11840
conviction,6754
convince,9363
convinces,9364
convincing,2911
cook,11841
cooking,11842
cool,4575
cooler,6755
cooling,4576
coolly,9365
cooper,11843
cooper/thomas,11844
cooperation,684
cooperative,685
coordinated,11845
coordination,2912
coordinator,686
coosa,6756
copenhagen,9366
copious,6757
copperhead,11846
coptic,5300
copy,11847
corbett,11848
core,2914
corfu,9367
corinthian,9368
corn,6758
corneille,9369
cornelissen,688
corner,11849
coronaria,6760
corp,9370
corporal,6761
corporate,6762
corporation,11850
corpse,9371
corpus,11851
correctly,9372
correlated,2915
correlation,4577
corresponded,5301
corresponding,4578
correspondingly,6764
corruption,11852
cortex,2917
cortico-cortical,2918
coruña,691
corwin,11853
cosmetic,9373
cost,11854
costly,11855
cotton,6766
could,11856
council,6768
councilist,695
counsel,11857
counter,6769
counter-economics,696
counter-revolution,697
counter-revolutionaries,698
counterculture,699
counterpart,11858
country,11859
county,11860
county-level,6772
coup,702
couple,11861
courbet,703
course,11862
court,11863
court-martialed,11864
courted,11865
courthouse,6774
courtroom,11866
courtship,11867
cousin,11868
cover,9377
coverage===,11869
covered,9378
covering,4583
covert,11870
coward,9379
craft,705
craig,11871
crane,706
crass,707
crater,6776
crayfish,6777
create,6778
created,11872
creating,11873
creation,11874
credibility,11875
credit,11876
creek,11877
cremated,9381
cremation,9382
crenshaw,6782
crept,11878
crescent,6783
cressida,9383
cretan,5302
crete,5303
cretensis,9384
crime,11879
criminal,11880
criminalised,712
crimson,6785
crippled,9385
criseyde,9386
crisis,11881
critchley,714
criterion,2925
critic,6786
critical,11882
criticised,717
criticises,718
criticising,719
criticism,11883
criticized,11884
critique,721
critiqued,722
crittenden,11885
crook,6788
crop,6789
cross,6790
cross-examination,11886
crossed,11887
croton,9387
crow,6791
crowd,11888
crown,11889
crucial,2927
cruiser,9388
crushed,725
crusoe,11890
cry,9389
cryoconite,4586
cryptography,726
crystalline,4587
crystallization,11891
cs,11892
cuba,727
cuban,728
cue,2928
culminated,729
culminating,9390
cult,9391
cultivating,11893
cultivation,6792
cultural,11894
cultural-critical,730
culture,9392
cumberland,6795
cumbersome,6796
cumulative,6797
cunning,9393
cup,5306
cure,2931
cured,9394
currency,11895
current,11896
currently,6799
curse,9395
cursed,9396
cursive,5308
curtailing,11897
curve,4590
custom,9397
customary,11898
cut,6801
cutting,6802
cycle,9398
cyclic,9399
cymothoe,9400
cynic,734
cypria,9401
cyrillic,5309
cyréaniques,735
cytokine,2933
czolgosz,736
d'achille,9402
d'homère,9403
d.,11899
d.c,11900
d.c.,11901
da,9405
daily,6805
daisyworld,4592
dakota,11902
dale,9406
dallas,6806
damage,11903
damaged,11904
damn,11905
dan,9407
dancing,11906
danger,11907
dangerous,11908
daniel,739
dans,9408
dante,9409
danube,9410
daphne,6807
daphne–fairhope,6808
dare,9411
dark,11909
dark-haired,11910
darkening,4594
darker,4595
darkest,4596
data,6810
date,11911
dated,6811
dating,5311
dative,9412
daughter,11912
david,11913
davis,11914
davislim,9415
davis–strong,6813
dawn,11915
day,11916
dayton,11917
dch,6815
de,9418
deacon,9419
dead,9420
deal,11918
dealy,6818
dearest,9421
death,11919
debate,11920
debated,11921
debating,6820
debut,9423
decade,6821
decade-long,9424
decapitated,9425
decatur,11922
deceased,746
december,11923
decennial,6824
decentralised,747
decide,11924
decided,11925
deciduous,4598
decision,11926
decisive,11927
declaration,11928
declared,11929
declares,9427
declaring,11930
decline,2941
declined,11931
declining,11932
decorated,11933
decrease,6829
decreasing,6830
decreed,9429
dedicated,11934
dedication,11935
dedicatory,9432
deduct,6831
deduction,6832
deed,9433
deem,9434
deemed,11936
deep,11937
deepening,4599
deeply,11938
default,2945
defeat,11939
defeated,11940
defeating,11941
defeatist,11942
defect,2946
defence,756
defend,11943
defended,11944
defender,11945
defense,11946
defensive,11947
deference,11948
defiance,758
defiantly,6837
deficit,6838
define,4601
defined,11949
defining,2950
definitely,760
definition,2951
definitional,761
definitive,2952
defoe,11950
deforestation,4603
deftly,11951
defunct,11952
defuse,11953
defusing,11954
defy,9440
defying,11955
degradation,762
degree,6839
deidamia,9441
deiphobus,9442
deity,9443
del,9444
delacroix,9445
delaware,11956
delay,11957
delayed,2955
delegate,11958
delegation,11959
deletion,2956
deliberate,11960
deliver,11961
delivered,11962
delivery,11963
dell'ateneo,9446
della,9447
delle,9448
delphic,9449
delta,9450
deltacom,6842
demand,11964
demanded,11965
demanding,6844
demise,11966
democracy,11967
democrat,11968
democratic,11969
democratically,770
democrat—an,11970
demographer,6847
demonstrate,11971
demonstrated,11972
demonstrating,2959
demonstration,771
demopolis,6848
demusset,11973
dendritic,2960
denmark,772
dennis,11974
denomination,11975
denominational,6850
denote,5313
denoted,5314
denotes,5315
denounce,773
denounced,11976
density,6851
densuşianu,9451
dental,6852
dentistry,6853
denton,11977
deny,9452
department,11978
depend,11979
depended,11980
dependence,6855
dependency,774
depending,6856
depends,6857
depict,9453
depicted,11981
depicts,2964
depot,6858
deprecated,11982
depressed,11983
depression,11984
deprivation,2966
deprived,775
deprives,11985
der,776
derisively,11986
derivation,9454
derive,5316
derived,11987
derives,5318
descendant,11988
descended,9455
descent,9456
deschooling,778
describe,4609
described,11989
describes,4610
describing,781
description,9458
desegregated,6865
desegregation,6866
desert,4611
desertion,11990
design,6867
designated,6868
designation,6869
designed,11991
desire,11992
desired,11993
desperate,11994
desperation,11995
despise,11996
despised,11997
despite,11998
destigmatization,2972
destination,6872
destiny,11999
destroy,12000
destroyed,12001
destruction,12002
destructionis,9464
detachment,12003
detail,9465
detailed,12004
detailing,787
detectable,12005
detection,2975
detective,9466
determinant,788
determine,12006
determined,12007
determines,9467
determining,4615
detroit,9468
detroit-based,789
devastated,6876
develop,2976
developed,12008
developer,6878
developing,6879
development,12009
development===,2980
developmental,2981
developmentally,2982
device,12010
devil,2983
devoted,9469
devotion,12011
dharma,6881
dhn,6882
di,9470
diabetes,6883
diacritic,5320
diagnose,2985
diagnosed,2986
diagnosing,2987
diagnosis,2988
diagnostic,2989
dialect,6884
dialogue,9471
diameter,4617
dictate,12012
dictatorship,12013
dictionary,6885
dictys,9472
die,9473
died,12014
dielo,797
diesel,2990
diet,2991
differ,4618
difference,4619
different,6886
differential,2995
differentiate,2996
differently,4621
difficult,6887
difficulty,12015
diffuse,4623
diffusely,4624
diffusion,2999
digested,12016
digger,801
diggins,12017
digitization,12018
dignity,802
digraph,5322
dillard,6888
diluted,12019
dimension,12020
dimensionless,4625
diminished,3000
dimming,4626
diner,6890
diogenes,803
dionysius,9474
dioxide,4627
diphthong,5323
diplomat,12021
diplomatic,12022
dipping,9475
dirck,12023
direct,9476
directed,12024
directing,3001
direction,12025
directional,4630
directional-hemispherical,4631
directly,12026
dirty,4633
disability,3002
disabled,3003
disagree,12027
disagreeing,12028
disagreement,808
disappears,3004
disappointed,12029
disappointment,12030
disarmament,809
disaster,6894
disbursed,12031
disc,6895
disciple,12032
discipline,3005
disco,3006
discount,810
discouraged,12033
discourse,811
discovered,9478
discovery,9479
discriminated,812
discrimination,6896
discus,12034
discussed,12035
discussion,12036
disease,6897
disenfranchise,6898
disenfranchised,6899
disenfranchisement,6900
disenfranchisment,814
disfavor,12037
disfranchise,6901
disfranchised,6902
disfranchisement,6903
disfranchising,6904
disgruntled,12038
disguise,12039
disguised,9481
dishonour,9482
dishonoured,9483
disintegrative,3008
disk,9484
disliked,12040
dismantling,12041
dismay,12042
dismemberment,815
disney,12043
disneyland,12044
disobedience,816
disorder,12045
disparagement,12046
disparate,817
dispatch,12047
dispatched,12048
display,3010
displaying,4635
disposal,6905
dispossessed,818
disproven,3011
dispute,12049
disputed,12050
disqualify,6907
disrupted,3012
disrupting,3013
disruption,3014
dissatisfaction,12051
dissected,12052
disseminate,3015
dissident,821
dissolved,822
dissolved—i,12053
distance,4636
distanced,823
distant,12054
distinct,6908
distinction,3017
distinctly,12055
distinguish,9488
distinguished,9489
distorting,12056
distortion,3021
distracted,9490
distraction,9491
distracts,6909
distraught,12057
distress,9493
distressed,9494
distributed,825
distributes,6910
distribution,6911
district,12058
districting,6913
distrust,12059
disturb,3023
disturbance,3024
disturbed,3025
disunion,12060
disused,828
diverse,6914
diversified,6915
diversity,6916
divide,12061
divided,12062
dividing,12063
divine,12064
divinity,9496
division,6918
divisiveness,12065
dixie,6919
djarilgatch,9497
dna,12066
dnieper,9498
dnieper-bug,9499
doctor,12067
doctoral,6921
doctrine,12068
document,12069
documentary,835
documented,836
dog,6923
dolgoff,837
dollar,12070
dom,9500
domenico,9501
domestic,6925
dominance,12071
dominate,6926
dominated,12072
domination,6928
dominici,9502
dominion,9503
donald,12073
donated,6929
done,12074
doom,9504
door,12075
dooryard,12076
doris,12077
dorothy,838
dothan,6930
double,9505
double-storey,5328
doubt,12078
doubted,12079
douglas,12080
downloadable,9506
downtown,6931
dozen,6932
dozier,6933
draft,12081
drafting,12082
drag,9507
dragging,9508
dragonfly,6934
drama,9509
dramatically,3035
dramatist,9510
drastically,12083
draw,12084
drawing,12085
dream,9512
dred,12086
dressing,3036
drew,12087
drilled,12088
drink,12089
drive,12090
driven,842
dromos,9514
drop,12091
droplet,4640
dropped,6936
drown,9515
drug,3037
dry,6937
drómos,9516
dsm,3038
dsm-5,3039
dsm-iii,3040
dsm-iii-r,3041
dsm-iv,3042
dsp,3043
du,843
dual,844
dubois,12092
due,12093
duff,12094
dump,6939
duplication,3045
duration,9517
dust,4642
dusting,6940
duty,12095
dvd,6941
dwarfed,12096
dwelling,9518
dwight,847
dyck,9519
dying,12097
dylan,9521
dynamic,4643
dynamite,848
dynamiter,849
dysfunction,3046
dysfunctional,850
dysmorphic,3047
déjacque,851
dĩos,9522
e,9523
e.,12098
e.c,853
e.g,4644
ear,12099
earle,9525
earlier,12100
earliest,6942
early,12101
earned,12102
earning,9529
earnings,12103
earth,12104
earthworm,6946
easily,12105
east,12106
east-northeast,6948
eastern,12107
easy,12108
eat,9530
eating,3051
echo,9531
echoed,12109
echolalia,3052
echolalic,3053
echota,6950
eclectic,860
eco-anarchism,861
ecological,862
ecology,863
economic,12110
economical,865
economically,12111
economics,6952
economy,12112
ecstasy,9532
ed,12113
edd,9533
eddie,12114
edge,9534
edited,870
edition,9535
editor,12115
editorial,12116
edizione,9536
edmund,872
edna,873
educate,874
educated,9537
education,12117
education===,6956
educational,6957
educator,3057
edward,12118
edwin,12119
ef5,6959
effect,12120
effective,4648
effectively,12121
effectiveness,3060
effects===,4650
efficacious,3061
efficacy,3062
efficiency,4651
effort,12122
egg,6963
ego,881
egoism,882
egoist,883
egon,9541
egyptian,5334
eibi,3063
eight,12123
eight-hour,885
eight-year-old,12124
eighth,12125
eighty,12126
either,12127
eius,9544
eject,12128
el,887
elaborate,3066
elantra,6967
elbow,9545
elder,9546
elea,9547
eleatic,9548
elect,6968
elected,12129
electing,888
election,12130
elections====,6971
elector,12131
electoral,12132
electra,9549
electrical,4652
electromagnetic,4653
electronic,6973
element,892
elementary,6974
elevated,3068
elevation,6975
eleven,6976
eleven-year-old,12133
eligible,6977
eliminate,893
eliminated,12134
elimination,895
elis,9550
elisabeth,9551
elite,897
elizabethtown,12135
ellul,898
elmore,6978
elsewhere,899
elvas,6979
elysian,9552
elysium,9553
em,4654
emancipated,12136
emancipation,12137
emancipator,12138
embassy,9554
embellished,12139
embodied,3069
embodies,900
embrace,12140
embraced,902
embryonic,3070
emerald,6981
emerge,3071
emerged,12141
emergence,3072
emerges,9556
emigration,6983
emile,906
emissivity,4655
emma,907
emotion,3073
emotional,3074
empathizing,3075
empathizing–systemizing,3076
emperor,9557
emphasis,12142
emphasise,909
emphasize,12143
emphasized,12144
emphasizes,12145
emphasizing,12146
empire,5336
empirical,3077
employ,6984
employed,12147
employee,6986
employer,6987
employers===,6988
employment,6989
empower,911
empress,9559
empty,12148
emulated,9560
en,12149
enable,6990
enabled,12150
enabling,12151
enacted,12152
enactment,6991
enactments===,12153
enceladus,4656
encircled,12154
encompassed,12155
encounter,914
encountered,12156
encourage,3081
encouraged,12157
encouraging,12158
encyclopaedia,916
encyclopedia,4657
encyclopædia,917
end,12159
endangering,9562
ended,12160
ender,9563
ending,12161
endorsed,12162
endorsement,12163
endowed,12164
endowment,12165
endure,12166
enemy,12167
energized,12168
energy,4658
enforce,6994
enforced,12169
enforcement,12170
enfranchised,6996
engage,12171
engaged,12172
engagement,12173
engages,9566
engels,922
engineering,6997
england,12174
english,6998
englishman,12175
engraving,12176
enhancing,3083
enjoy,12177
enjoys,6999
enlightened,927
enlightenment,928
enlisting,12178
enlistment,12179
ennobling,12180
enormous,9568
enough,12181
enraged,9569
enragés,929
enrolled,7000
enrollment,7001
ensign,12182
enslaved,7002
enslavement,930
ensuing,12183
ensure,12184
entail,932
entered,933
enterprise,7004
enters,7005
enthusiasm,12185
enthusiastic,934
enthusiastically,12186
entire,12187
entirely,12188
entitled,12189
entitlement,935
entrusted,9570
entry,9571
envelope,12190
environment,3085
environmental,4662
envisioned,12191
envoy,12192
eos,9573
epc,7007
epic,9574
epigenetic,3087
epilepsy,3088
epirote,9575
epirus,9576
episode,9577
epitheta,9578
epitome,9579
equal,12193
equality,12194
equally,3089
equal—equal,12195
equation,4663
equivalent,939
era,12196
erected,7010
erection,9580
eric,12197
erich,940
eris,4664
ernest,7011
eroded,7012
erosion,12198
erotic,9581
errico,942
error,4665
escape,943
escaped,12199
escorted,12200
escuela,944
especially,12201
espouse,946
espoused,12202
essay,12203
essence,948
essential,12204
essentially,3093
establish,7014
established,12205
establishing,7016
establishment,953
estate,12206
estimate,7017
estimated,7018
estuary,9583
et,9584
etc,12207
eternal,956
ethical,3099
ethiopia,9585
ethnic,12208
ethnicity,3100
etowah,7021
etruscan,5342
etymology,9586
eudorus,9587
eugen,3101
eugene,958
eugène,9588
eulogize,12209
eulogy,12210
eunice,959
euphronios,9589
euripides,9590
europe,12211
european,12212
european-american,7024
euxine,9592
euxinus,9593
evacuated,12213
evaded,12214
evaluated,3102
evaluation,3103
evangelical,12215
evangelicals,12216
evapotranspiration,4668
eve,7026
even,12217
event,12218
event-related,3106
eventual,12219
eventually,12220
ever,12221
everard,966
evergreen,4671
everlasting,9599
every,12222
everybody,967
everyday,7030
evidence,12223
evidence-based,3109
evident,12224
evil,12225
evocative,12226
evoked,9601
evokes,9602
evolution,969
evolving,9603
ex,12227
exacerbate,3110
exacerbated,12228
exact,12229
exactly,12230
exaggerating,12231
examined,12232
examining,3112
example,12233
excavation,7033
exceeding,7034
exceedingly,7035
excellent,972
except,12234
exception,7037
exceptionally,12235
excerpt,12236
excess,3114
exchange,12237
exchangeable,973
excise,7038
excitatory–inhibitory,3115
exclude,12238
excluded,7039
excludes,3117
excluding,7040
exclusion,7041
exclusive,974
exclusively,975
excuse,976
executed,977
execution,12239
executive,12240
exemplar,12241
exemplary,979
exemplified,980
exempt,7044
exemption,12242
exercise,9606
exercised,982
exeter,7046
exhaust,3119
exhaustion,12243
exhibit,12244
exile,983
exist,7047
existed,12245
existence,9607
existing,987
expand,12246
expanded,12247
expanding,7049
expanse,7050
expansion,12248
expect,12249
expected,12250
expedition,7053
expeditionary,9609
expelled,989
expense,3123
expensive,12251
experience,3125
experienced,7054
experiential,7055
experiment,3126
experimental,994
expert,7056
explain,3127
explained,12252
explaining,9610
explains,4674
explanation,3130
explicable,12253
explicitly,12254
exploit,9611
exploiting,12255
exploration,9612
explore,997
explored,12256
explores,9613
exploring,12257
explosive,998
exponent,999
export,7058
exposed,12258
exposure,12259
expounded,1000
express,7059
expressed,12260
expressing,12261
expression,12262
expressway,7061
expulsion,1003
expunge,12263
extant,12264
extend,12265
extended,12266
extension,12267
extensive,7062
extent,3136
external,4678
extinction,12268
extra,3137
extraction,7063
extraordinarily,3138
extraordinary,12269
extreme,12270
extreme-right,1008
extremely,4679
eye,12271
eye-caverns,12272
eye-poking,3141
eyebrow,12273
eyewitness,12274
ezra,1009
f5/ef5,7065
fabbri,1010
fable,12275
fabre,9617
fabrication,7066
fabrice,7067
face,12276
faced,12277
facility,7069
fact,12278
faction,12279
factionalism,12280
factor,4680
factory,7071
faded,7072
fading,12281
fail,3144
failed,12282
failing,7074
fails,3145
failure,12283
fairhope,7076
faith,7077
faiths====,7078
fall,12284
fallen,4682
falling,12285
fall—but,12286
false,12287
false-negatives,3148
false-positives,3149
familiar,12288
family,12289
famous,12290
fan,7081
fantasy,3151
faq,1019
far,12291
far-west,12292
fargo,7083
farm,12293
farmer,12294
farming,7086
farragut,12295
fascism,1021
fascist,1022
fast,12296
faster,3152
fatality,7087
fate,12297
fate/apocrypha,9623
fateful,9624
father,12298
father-in-law,12299
fauna,7088
fauna===,7089
faure,1023
favor,12300
favorable,12301
favorably,12302
favored,12303
favoring,12304
favorite,12305
favour,1024
favoured,1025
fayette,7090
fear,12306
feared,12307
fearing,12308
feat,9628
feature,9629
featured,12309
february,12310
federación,1027
federal,12311
federalist,1029
federation,9630
federazione,1031
federici,1032
feedback,4687
feedback===,4688
feeder,7093
feel,3155
feeling,12312
fell,12313
fellow-citizens,12314
felt,12315
female,9633
feminism,1033
feminist,1034
femme,9634
fence,12316
fend,12317
feral,3158
ferdinando,9635
fernand,1035
fernando,1036
ferrer,1037
ferry,12318
fertile,7096
fessenden,12319
feud,9636
fever,12320
fewer,3159
fiction,9637
fictional,9638
field,12321
fiercely,1039
fifteenth,7099
fifth,9640
fifth-century,5351
fight,12322
fighter,9642
fighting,12323
figurative,3161
figure,12324
figurehead,1043
file,7103
filing,7104
fill,12325
filled,9645
fillmore,12326
film,9646
final,12327
finale,9647
finally,12328
finance,7107
financed,7108
financial,12329
find,12330
fine,9650
finger,12331
finished,12332
finnish,7110
fire,12333
firebrand,9653
fired,12334
firing,12335
firm,7112
firmly,1048
first,12336
firsthand—lincoln,12337
fiscal,7114
fish,7115
fishing,7116
fit,12338
five,12339
five-year-old,3170
fixation,3171
fixed,1050
flag-enfolded,12340
flame,3172
flapping,3173
flat,12341
flatboat,12342
flattering,12343
flawed,12344
fled,1051
flee,9656
flesh,12345
flight,7118
flora,7119
florence,9658
florence/muscle,7121
florence–muscle,7122
flores,1052
florida,12346
flotation,12347
flow,1053
flower,7124
flowing,1054
fluctuation,4695
flux,12348
fluxing,1055
flynt,7125
fmri,3175
foamed,4697
focalize,3176
focus,9659
focused,12349
follow,7126
followed,12350
follower,12351
following,12352
follows,3181
fond,12353
foner,12354
font,5356
